name;year;certificate;runtime;genre;rating;metascore;text-muted;director;stars
Le patient anglais;1996;Tous publics;162;['Drama', 'Romance', 'War'];7.4;87;At the close of World War II, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.;['Anthony Minghella'];['Ralph Fiennes', 'Juliette Binoche', 'Willem Dafoe', 'Kristin Scott Thomas']
L'appartement;1996;Tous publics;116;['Drama', 'Mystery', 'Romance'];7.4;0;A recently engaged man sees a former lover and becomes obsessed with meeting her again.;['Gilles Mimouni'];['Romane Bohringer', 'Vincent Cassel', 'Jean-Philippe Écoffey', 'Monica Bellucci']
Ludwig van B.;1994;Tous publics;121;['Biography', 'Drama', 'Music'];7.4;0;"The life and death of the legendary Ludwig van Beethoven. Besides all the work he is known for, the composer once wrote a famous love letter to a nameless beloved, and the movie tries to ...                See full summary »
";['Bernard Rose'];['Gary Oldman', 'Jeroen Krabbé', 'Isabella Rossellini', 'Johanna ter Steege']
Les ombres du coeur;1993;Tous Public;131;['Biography', 'Drama', 'Romance'];7.4;0;C.S. Lewis, a world-renowned Christian theologian, writer and professor, leads a passionless life until he meets spirited poet Joy Gresham from the U.S.;['Richard Attenborough'];['Anthony Hopkins', 'Debra Winger', 'Julian Fellowes', 'Roddy Maude-Roxby']
Retour a Howards End;1992;Tous publics;142;['Drama', 'Romance'];7.4;88;A businessman thwarts his wife's bequest of an estate to another woman.;['James Ivory'];['Anthony Hopkins', 'Emma Thompson', 'Vanessa Redgrave', 'Helena Bonham Carter']
Dracula;1992;12;128;['Drama', 'Fantasy', 'Horror'];7.4;57;The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.;['Francis Ford Coppola'];['Gary Oldman', 'Winona Ryder', 'Anthony Hopkins', 'Keanu Reeves']
84 Charing Cross Road;1987;Pas disponible;100;['Biography', 'Drama', 'Romance'];7.4;0;True story of a transatlantic business correspondence about used books that developed into a close friendship.;['David Hugh Jones'];['Anne Bancroft', 'Anthony Hopkins', 'Judi Dench', 'Jean De Baer']
Tootsie;1982;Tous publics;116;['Comedy', 'Drama', 'Romance'];7.4;88;Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.;['Sydney Pollack'];['Dustin Hoffman', 'Jessica Lange', 'Teri Garr', 'Dabney Coleman']
Adieu, je reste...;1977;Tous publics;111;['Comedy', 'Drama', 'Romance'];7.4;64;After being dumped by her live-in boyfriend, an unemployed dancer and her 10-year-old daughter are reluctantly forced to live with a struggling off-Broadway actor.;['Herbert Ross'];['Richard Dreyfuss', 'Marsha Mason', 'Quinn Cummings', 'Paul Benedict']
Mort a Venise;1971;Tous publics;130;['Drama', 'Romance'];7.4;0;While recovering in Venice, sickly composer Gustav von Aschenbach becomes dangerously fixated with teenager Tadzio.;['Luchino Visconti'];['Dirk Bogarde', 'Romolo Valli', 'Mark Burns', 'Nora Ricci']
Voyage a deux;1967;Tous publics;111;['Comedy', 'Drama', 'Romance'];7.4;78;A couple in the south of France non-sequentially spin down the highways of infidelity in their troubled ten-year marriage.;['Stanley Donen'];['Audrey Hepburn', 'Albert Finney', 'Eleanor Bron', 'William Daniels']
Masculin feminin;1966;Tous publics;110;['Drama', 'Romance'];7.4;93;A romance between young Parisians, shown through a series of vignettes.;['Jean-Luc Godard'];['Jean-Pierre Léaud', 'Chantal Goya', 'Marlène Jobert', 'Michel Debord']
Confidences sur l'oreiller;1959;Tous Public;102;['Comedy', 'Romance'];7.4;73;An interior decorator and a playboy songwriter share a telephone party line and size each other up.;['Michael Gordon'];['Rock Hudson', 'Doris Day', 'Tony Randall', 'Thelma Ritter']
Elle et lui;1957;Tous Public;115;['Drama', 'Romance'];7.4;71;A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?;['Leo McCarey'];['Cary Grant', 'Deborah Kerr', 'Richard Denning', 'Neva Patterson']
Le roi et moi;1956;Tous Public;133;['Biography', 'Drama', 'Musical'];7.4;72;A widow accepts a job as a live-in governess to the King of Siam's children.;['Walter Lang'];['Yul Brynner', 'Deborah Kerr', 'Rita Moreno', 'Martin Benson']
Tous en scene !;1953;Tous publics;112;['Comedy', 'Musical', 'Romance'];7.4;93;A pretentiously artistic director is hired for a new Broadway musical and changes it beyond recognition.;['Vincente Minnelli'];['Fred Astaire', 'Cyd Charisse', 'Oscar Levant', 'Nanette Fabray']
L'Emprise du crime;1946;Tous publics;116;['Drama', 'Film-Noir', 'Romance'];7.4;0;A man is reunited with his childhood friend and her husband, who believe he knows the truth about the death of her rich aunt years earlier.;['Lewis Milestone'];['Barbara Stanwyck', 'Van Heflin', 'Lizabeth Scott', 'Kirk Douglas']
Le ciel peut attendre;1943;Tous publics;112;['Comedy', 'Drama', 'Fantasy'];7.4;0;An old roué arrives in Hades to review his life with Satan, who will rule on his eligibility to enter the Underworld.;['Ernst Lubitsch'];['Gene Tierney', 'Don Ameche', 'Charles Coburn', 'Marjorie Main']
Le voleur de Bagdad;1940;Tous publics;106;['Adventure', 'Family', 'Fantasy'];7.4;0;After being tricked and cast out of Bagdad by the evil Jaffar, King Ahmad joins forces with a thief named Abu to reclaim his throne, the city, and the Princess he loves.;[' Ludwig Berger', 'Michael Powell', 'Tim Whelan', 'Alexander Korda', 'Zoltan Korda', 'William Cameron Menzies'];['Conrad Veidt', 'Sabu', 'June Duprez', 'John Justin']
L'insoumise;1938;Tous Public;104;['Drama', 'Romance'];7.4;0;In 1850s Louisiana, a free-spirited Southern belle loses her fiancé due to her stubborn vanity and pride, and vows to win him back.;['William Wyler'];['Bette Davis', 'Henry Fonda', 'George Brent', 'Margaret Lindsay']
The Friend;2019;R;124;['Drama', 'Romance'];7.3;57;After receiving life-altering news, a couple finds unexpected support from their best friend, who puts his own life on hold and moves into their family home, bringing an impact much greater and more profound than anyone could have imagined;['Gabriela Cowperthwaite'];['Jason Segel', 'Isabella Kai', 'Violet McGraw', 'Casey Affleck']
Le roi;2019;16;140;['Biography', 'Drama', 'History'];7.3;62;Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.;['David Michôd'];['Tom Glynn-Carney', 'Gábor Czap', 'Tom Fisher', 'Edward Ashley']
